Customer,State,Education,EmploymentStatus,Gender,Location,Marital Status,Vehicle,Income
TY86306,California,College,Disabled,F,Rural,Married,Two-Door Car,21564
CN19138,Arizona,Bachelor,Unemployed,F,Suburban,Single,Four-Door Car,0
LO14518,California,Bachelor,Employed,M,Suburban,Divorced,Two-Door Car,27835
No73257,Nevada,Bachelor,Employed,F,Rural,Divorced,Four-Door Car,64431
RE80124,Arizona,College,Unemployed,F,Suburban,Single,Two-Door Car,0
WU50951,Washington,Bachelor,Unemployed,F,Suburban,Divorced,Two-Door Car,0
EV66951,Nevada,Master,Unemployed,M,Suburban,Married,Luxury Car,0
TO37423,Oregon,College,Employed,M,Suburban,Married,Four-Door Car,41463
XF92956,Oregon,High School or Below,Unemployed,M,Suburban,Single,Four-Door Car,0
ZP64637,Arizona,High School or Below,Unemployed,M,Suburban,Single,Sports Car,0
JG74360,Arizona,College,Employed,M,Suburban,Married,SUV,37709
NZ81536,Washington,Doctor,Employed,F,Rural,Single,SUV,73049
KT26739,Nevada,Master,Employed,F,Rural,Married,Four-Door Car,58557
YU15037,Arizona,High School or Below,Unemployed,F,Suburban,Single,Four-Door Car,0
YX91403,Arizona,High School or Below,Employed,F,Rural,Single,Four-Door Car,88944
KS46420,Washington,Master,Employed,F,Rural,Married,SUV,26140
TW11712,Arizona,Master,Employed,M,Suburban,Single,SUV,32906
XY36764,California,College,Employed,F,Rural,Single,Two-Door Car,50071
LQ16286,Oregon,College,Employed,M,Suburban,Single,Four-Door Car,71982
XE86547,Oregon,College,Employed,M,Suburban,Married,Four-Door Car,58443
QS83113,Oregon,Bachelor,Employed,M,Suburban,Married,Two-Door Car,30735
PH97342,Arizona,High School or Below,Disabled,F,Suburban,Married,SUV,18495
VQ47100,Washington,High School or Below,Employed,F,Suburban,Married,Four-Door Car,67436
BE17305,Nevada,Master,Employed,M,Urban,Single,Two-Door Car,52653
KZ11847,California,Master,Disabled,F,Suburban,Divorced,Four-Door Car,22886
EX73249,Arizona,College,Unemployed,F,Suburban,Single,Four-Door Car,0
JS19054,Oregon,Bachelor,Employed,F,Suburban,Single,Two-Door Car,38821
YH94097,Washington,College,Unemployed,M,Suburban,Married,SUV,0
UQ19505,Oregon,College,Employed,F,Rural,Married,Two-Door Car,39075
YI95574,Arizona,High School or Below,Disabled,M,Suburban,Married,Four-Door Car,16049
JQ84105,Oregon,High School or Below,Unemployed,F,Suburban,Single,Four-Door Car,0
NU61528,Washington,Doctor,Disabled,M,Urban,Single,Four-Door Car,28383
FQ20031,Oregon,High School or Below,Employed,M,Suburban,Married,Luxury SUV,29418
XX32359,California,High School or Below,Unemployed,M,Suburban,Married,Two-Door Car,0
BP69529,Arizona,Bachelor,Employed,M,Suburban,Divorced,SUV,30604
LI60972,Arizona,College,Employed,F,Suburban,Married,Four-Door Car,91804
HQ60388,Oregon,High School or Below,Employed,F,Suburban,Married,Four-Door Car,50446
KE66309,California,College,Employed,M,Urban,Divorced,Four-Door Car,87728
YT56442,California,College,Employed,M,Rural,Married,Four-Door Car,58729
VH51235,Arizona,Bachelor,Unemployed,F,Suburban,Single,Four-Door Car,0
SF18484,Oregon,Master,Unemployed,F,Suburban,Married,Four-Door Car,0
HW99293,Arizona,Bachelor,Employed,M,Suburban,Married,Four-Door Car,21234
QR57598,Oregon,Bachelor,Unemployed,M,Suburban,Single,Four-Door Car,0
FY27460,California,College,Employed,M,Suburban,Married,Sports Car,47823
YQ75801,Arizona,High School or Below,Employed,F,Rural,Married,SUV,84731
LP48634,California,High School or Below,Employed,F,Rural,Divorced,Four-Door Car,59974
EI32190,Arizona,Doctor,Employed,M,Rural,Married,Four-Door Car,67534
WS68402,Oregon,Bachelor,Unemployed,M,Suburban,Single,Four-Door Car,0
ND43316,Oregon,High School or Below,Employed,M,Suburban,Married,SUV,27782
HW94513,Nevada,High School or Below,Employed,M,Urban,Divorced,Two-Door Car,67197
ZS72533,Oregon,High School or Below,Employed,M,Rural,Single,Two-Door Car,86451
RZ97154,Arizona,Bachelor,Employed,M,Suburban,Divorced,Two-Door Car,56768
LK73198,Washington,High School or Below,Employed,F,Rural,Married,Four-Door Car,55593
RS29507,Arizona,Bachelor,Unemployed,F,Urban,Married,Four-Door Car,0
XJ39660,Oregon,Bachelor,Employed,F,Rural,Married,Four-Door Car,66203
PK47936,Washington,High School or Below,Employed,F,Suburban,Married,Four-Door Car,25806
EU95973,California,Bachelor,Disabled,F,Suburban,Married,Luxury Car,22978
OU40102,Oregon,High School or Below,Disabled,F,Suburban,Married,Two-Door Car,22081
RC67125,Arizona,College,Employed,F,Urban,Married,SUV,96506
NK53902,Oregon,High School or Below,Employed,M,Suburban,Married,Four-Door Car,23235
RH70599,Arizona,Bachelor,Employed,M,Rural,Married,Four-Door Car,40506
RR64429,California,High School or Below,Unemployed,M,Suburban,Single,Four-Door Car,0
IW99237,Oregon,Bachelor,Unemployed,M,Suburban,Single,Two-Door Car,0
PZ94965,California,High School or Below,Employed,F,Rural,Married,Four-Door Car,79955
PV77228,Arizona,College,Employed,M,Urban,Divorced,Four-Door Car,62873
EX63393,California,Master,Employed,F,Suburban,Married,Four-Door Car,66947
QV26574,Washington,College,Medical Leave,M,Urban,Married,Four-Door Car,25646
ZL29593,Arizona,College,Unemployed,F,Suburban,Single,Four-Door Car,0
TU67471,Washington,High School or Below,Employed,F,Suburban,Married,Two-Door Car,92766
FD45309,Oregon,High School or Below,Unemployed,M,Suburban,Single,Two-Door Car,0
AH58807,Arizona,College,Employed,F,Urban,Married,Luxury Car,84650
CX58204,Nevada,High School or Below,Disabled,F,Suburban,Married,SUV,13050
TE35954,Arizona,College,Employed,M,Suburban,Single,Four-Door Car,56342
XO70106,Oregon,Bachelor,Employed,M,Urban,Divorced,SUV,58781
OW20992,California,High School or Below,Unemployed,M,Suburban,Single,Four-Door Car,0
JV44724,Arizona,Bachelor,Unemployed,M,Suburban,Single,Sports Car,0
PI96349,California,College,Unemployed,M,Suburban,Married,SUV,0
NA82031,Washington,College,Employed,F,Rural,Divorced,Four-Door Car,71809
YH86106,Arizona,Bachelor,Employed,M,Suburban,Married,Four-Door Car,40238
DI82448,California,Bachelor,Unemployed,M,Suburban,Single,Four-Door Car,0
HL97125,Nevada,High School or Below,Employed,F,Suburban,Married,Two-Door Car,76157
NB18234,Nevada,College,Employed,F,Rural,Single,Four-Door Car,30514
KH53118,California,Bachelor,Employed,F,Rural,Married,Four-Door Car,44485
UX94928,Arizona,High School or Below,Employed,M,Suburban,Single,Four-Door Car,50941
HO94329,Arizona,College,Employed,M,Urban,Married,SUV,53105
LW64678,California,Master,Employed,F,Urban,Married,SUV,25167
CE11308,Washington,College,Employed,M,Urban,Married,Four-Door Car,30244
DC46685,California,College,Medical Leave,F,Suburban,Married,Sports Car,25370
LM69036,Oregon,Master,Unemployed,M,Suburban,Married,Four-Door Car,0
MM83308,Arizona,High School or Below,Employed,M,Suburban,Single,Two-Door Car,69202
GL33494,Oregon,Master,Employed,F,Suburban,Married,Two-Door Car,31530
BH61054,California,College,Employed,F,Suburban,Married,Two-Door Car,61040
OJ77448,Arizona,Bachelor,Employed,F,Rural,Married,SUV,85185
IN10489,Nevada,Master,Employed,F,Rural,Married,Four-Door Car,78772
FY32647,California,College,Unemployed,M,Suburban,Single,Two-Door Car,0
YP17198,Oregon,Master,Employed,M,Rural,Single,Four-Door Car,99241
RB79317,Arizona,Bachelor,Unemployed,F,Rural,Married,Two-Door Car,0
IE49043,Nevada,College,Disabled,F,Suburban,Single,Luxury Car,21114
ZL82075,Nevada,Master,Employed,M,Suburban,Married,Four-Door Car,56005
DV24592,Oregon,College,Employed,F,Urban,Married,Four-Door Car,63860
XF89906,Arizona,High School or Below,Disabled,M,Suburban,Married,Luxury SUV,29295
AD71478,Arizona,High School or Below,Employed,M,Rural,Married,Four-Door Car,54339
SE15781,California,Bachelor,Unemployed,F,Suburban,Married,Four-Door Car,0
YG71375,Nevada,College,Employed,F,Suburban,Married,Four-Door Car,98078
KH95802,Arizona,College,Employed,M,Urban,Single,Two-Door Car,20592
FW16824,Oregon,High School or Below,Employed,M,Suburban,Married,Four-Door Car,72805
FK17363,Washington,High School or Below,Employed,F,Suburban,Divorced,SUV,55645
DK66277,California,High School or Below,Employed,M,Suburban,Divorced,Four-Door Car,98859
FX67699,Oregon,High School or Below,Unemployed,F,Suburban,Single,Four-Door Car,0
LC92080,Oregon,College,Employed,M,Rural,Married,Two-Door Car,23541
CQ57225,California,Bachelor,Unemployed,M,Suburban,Single,Two-Door Car,0
AM53473,Arizona,Bachelor,Employed,F,Suburban,Single,Four-Door Car,60087
TE50227,Arizona,College,Unemployed,M,Suburban,Single,SUV,0
IS45756,Arizona,College,Employed,F,Suburban,Divorced,SUV,48938
QA71190,California,Bachelor,Employed,F,Suburban,Married,Four-Door Car,31506
LD53393,California,Bachelor,Employed,M,Suburban,Married,Luxury Car,67454
JO35068,Nevada,Bachelor,Retired,M,Suburban,Divorced,Four-Door Car,18608
EC71857,Washington,Doctor,Employed,F,Rural,Married,Four-Door Car,28519
LB19360,Nevada,Master,Employed,F,Suburban,Single,SUV,29462
RM70340,Oregon,High School or Below,Unemployed,M,Suburban,Single,Four-Door Car,0
YL34043,Nevada,Bachelor,Employed,F,Rural,Married,Four-Door Car,58300
BQ88033,Oregon,College,Employed,M,Rural,Married,Sports Car,82554
SG46572,California,High School or Below,Unemployed,F,Suburban,Divorced,Sports Car,0
LT94367,California,College,Unemployed,M,Suburban,Divorced,Sports Car,0
FV83989,Arizona,Bachelor,Medical Leave,M,Suburban,Single,Four-Door Car,29735
WO80705,Arizona,Bachelor,Employed,F,Suburban,Divorced,Four-Door Car,50738
CT51200,Oregon,High School or Below,Employed,F,Rural,Divorced,Four-Door Car,65709
IX65163,California,College,Unemployed,M,Suburban,Single,SUV,0
AP32891,Arizona,High School or Below,Unemployed,M,Suburban,Married,Four-Door Car,0
AY29281,Arizona,Bachelor,Unemployed,F,Suburban,Single,Four-Door Car,0
UK18731,California,Bachelor,Retired,F,Suburban,Married,Two-Door Car,19651
JT32550,Washington,High School or Below,Unemployed,M,Suburban,Single,Four-Door Car,0
MT91823,Arizona,College,Employed,F,Suburban,Married,Sports Car,69693
FI11096,Arizona,High School or Below,Unemployed,F,Suburban,Single,SUV,0
QF13998,California,College,Unemployed,F,Urban,Married,Four-Door Car,0
BC35753,Arizona,College,Employed,F,Suburban,Married,Two-Door Car,45525
LX74249,Oregon,Bachelor,Employed,F,Urban,Married,Two-Door Car,96765
VX43756,Oregon,College,Employed,M,Rural,Married,Four-Door Car,32903
JZ61928,California,College,Medical Leave,M,Suburban,Married,Four-Door Car,22520
DT59560,California,High School or Below,Employed,F,Urban,Married,Two-Door Car,67486
CI99444,Nevada,College,Employed,F,Urban,Married,Four-Door Car,92381
JF25129,California,Master,Disabled,M,Suburban,Divorced,Four-Door Car,26057
YB57848,Oregon,Doctor,Employed,F,Rural,Single,Luxury Car,75716
DJ27518,California,High School or Below,Employed,F,Suburban,Single,Sports Car,63657
DO95670,Arizona,Doctor,Employed,M,Suburban,Married,SUV,57709
WV53830,Oregon,Master,Retired,F,Suburban,Married,Two-Door Car,19614
LY30169,California,High School or Below,Employed,M,Rural,Married,Four-Door Car,75216
AH41449,Nevada,College,Employed,M,Rural,Married,Sports Car,24666
GV21882,Nevada,High School or Below,Medical Leave,F,Urban,Single,Sports Car,20799
FH14955,California,College,Unemployed,M,Suburban,Single,Four-Door Car,0
JA60749,Oregon,High School or Below,Employed,F,Suburban,Married,Four-Door Car,34337
PB81005,Oregon,Bachelor,Employed,M,Urban,Married,SUV,53562
OY88200,Nevada,College,Medical Leave,F,Suburban,Divorced,Two-Door Car,22664
ZT72561,Arizona,High School or Below,Employed,M,Suburban,Married,Sports Car,27289
ZF95586,Arizona,Master,Employed,F,Rural,Married,Four-Door Car,54831
LV44800,California,High School or Below,Employed,F,Suburban,Married,Four-Door Car,78310
FC46260,California,Bachelor,Employed,F,Urban,Divorced,Two-Door Car,39854
HY68437,Oregon,High School or Below,Unemployed,M,Suburban,Married,Four-Door Car,0
XL50897,Arizona,Master,Employed,F,Urban,Married,Sports Car,48096
AR83514,Arizona,High School or Below,Employed,F,Suburban,Married,Four-Door Car,59522
NA43540,Washington,High School or Below,Unemployed,M,Rural,Married,Two-Door Car,0
JP22499,California,Bachelor,Employed,M,Urban,Single,Two-Door Car,43285
KW84736,California,College,Employed,M,Suburban,Married,Two-Door Car,33104
EU21305,Arizona,College,Employed,M,Suburban,Divorced,Four-Door Car,56172
YT96284,Oregon,Master,Employed,M,Rural,Married,Four-Door Car,83632
RH96816,Arizona,Bachelor,Unemployed,F,Suburban,Divorced,Two-Door Car,0
JB20173,California,Bachelor,Employed,M,Rural,Single,Two-Door Car,81439
RR73059,California,College,Employed,F,Urban,Married,Four-Door Car,55911
CH38655,Oregon,Bachelor,Employed,M,Rural,Married,Four-Door Car,90456
IG12691,Arizona,Bachelor,Unemployed,F,Urban,Single,Two-Door Car,0
NZ60700,Washington,High School or Below,Employed,M,Suburban,Divorced,Luxury SUV,55687
JL21509,California,College,Medical Leave,M,Suburban,Married,Four-Door Car,20978
GR76453,Oregon,High School or Below,Employed,M,Urban,Divorced,Four-Door Car,82093
US63915,Arizona,High School or Below,Employed,M,Suburban,Married,Sports Car,51944
VY30333,Nevada,College,Employed,M,Urban,Divorced,Four-Door Car,78824
AC42963,California,Bachelor,Unemployed,M,Suburban,Married,Two-Door Car,0
AT89553,California,College,Retired,M,Suburban,Married,Four-Door Car,23091
DN76322,Oregon,College,Employed,F,Suburban,Married,Sports Car,24723
EZ48093,Arizona,Bachelor,Employed,M,Suburban,Married,Four-Door Car,31998
DA34555,California,College,Employed,F,Urban,Married,Four-Door Car,80138
RK63095,California,College,Employed,M,Suburban,Single,Two-Door Car,72916
OG69038,Washington,High School or Below,Unemployed,F,Suburban,Single,Four-Door Car,0
SO98684,California,High School or Below,Unemployed,F,Suburban,Single,Four-Door Car,0
BZ85306,California,Bachelor,Unemployed,F,Suburban,Single,SUV,0
EV14479,California,Bachelor,Employed,M,Urban,Married,Four-Door Car,44527
YD71702,Oregon,Bachelor,Employed,M,Urban,Single,Four-Door Car,46655
UC69263,California,Bachelor,Unemployed,M,Suburban,Single,Two-Door Car,0
DH25145,Arizona,High School or Below,Employed,F,Suburban,Married,Two-Door Car,26975
KU94282,Oregon,Master,Employed,F,Rural,Married,Two-Door Car,62900
UT18598,California,Bachelor,Disabled,F,Suburban,Married,Four-Door Car,14232
DA40009,Washington,Bachelor,Employed,F,Rural,Divorced,Four-Door Car,34200
HU87011,California,Bachelor,Unemployed,F,Suburban,Married,Four-Door Car,0
EK40672,California,College,Medical Leave,M,Rural,Single,Four-Door Car,22981
ZH92587,Oregon,College,Disabled,F,Suburban,Married,SUV,14616
EJ95100,California,Master,Unemployed,F,Suburban,Divorced,Four-Door Car,0
WS56675,Oregon,High School or Below,Employed,F,Rural,Married,Two-Door Car,88590
UF28233,Washington,High School or Below,Employed,F,Urban,Married,Four-Door Car,60445
HQ76003,Nevada,High School or Below,Employed,F,Urban,Single,Sports Car,40602
SS90882,Oregon,College,Employed,F,Urban,Married,Four-Door Car,66795
ZN71189,Oregon,Doctor,Employed,F,Suburban,Married,Four-Door Car,37384
VX85673,Arizona,High School or Below,Unemployed,F,Suburban,Single,Four-Door Car,0
NP19156,Arizona,Master,Employed,F,Urban,Divorced,Four-Door Car,28264
ZV43428,Arizona,Bachelor,Employed,F,Urban,Divorced,Four-Door Car,33806
NK53911,California,High School or Below,Employed,M,Suburban,Married,Two-Door Car,79980
BG73480,Oregon,High School or Below,Employed,F,Rural,Single,SUV,64706
VY58444,Nevada,College,Employed,F,Urban,Married,SUV,29660
SJ15498,Oregon,Bachelor,Employed,F,Suburban,Single,Two-Door Car,26313
ZB71094,Oregon,Bachelor,Medical Leave,M,Suburban,Married,Four-Door Car,19861
UI99818,Oregon,College,Employed,F,Rural,Married,SUV,75648
WS24655,Oregon,College,Employed,F,Suburban,Single,SUV,33992
LZ98947,Nevada,Bachelor,Unemployed,F,Suburban,Single,SUV,0
IC94523,California,College,Medical Leave,F,Suburban,Married,Sports Car,25370
TK59338,Arizona,College,Employed,M,Suburban,Married,SUV,98036
BV36386,California,College,Employed,F,Rural,Married,SUV,40864
QT63794,California,Bachelor,Employed,F,Suburban,Married,SUV,21150
LF36128,California,College,Employed,F,Rural,Single,Two-Door Car,49057
JK53304,California,High School or Below,Employed,F,Suburban,Married,Four-Door Car,97658
HU76577,California,Bachelor,Unemployed,M,Suburban,Married,SUV,0
JG81480,Oregon,Bachelor,Employed,F,Rural,Married,Four-Door Car,25634
CC88237,California,High School or Below,Employed,M,Suburban,Single,Two-Door Car,56154
OV64984,Arizona,Bachelor,Employed,M,Rural,Married,Two-Door Car,90892
VG45203,Nevada,College,Unemployed,F,Suburban,Single,Four-Door Car,0
YQ42353,Oregon,Doctor,Employed,M,Rural,Single,Four-Door Car,72960
AP46166,California,High School or Below,Unemployed,F,Suburban,Single,Two-Door Car,0
UI36374,Oregon,Bachelor,Employed,F,Suburban,Married,SUV,54507
ZR76229,Arizona,College,Employed,F,Urban,Married,Two-Door Car,81190
ZD65365,Oregon,College,Employed,F,Suburban,Married,Four-Door Car,28204
XI84293,Oregon,High School or Below,Unemployed,M,Suburban,Single,Two-Door Car,0
MT97446,California,Master,Employed,F,Urban,Married,Two-Door Car,26441
GM48223,Oregon,Bachelor,Employed,F,Rural,Married,Four-Door Car,42650
YQ42614,Washington,High School or Below,Employed,M,Suburban,Divorced,Two-Door Car,29195
ZK56389,Arizona,High School or Below,Retired,F,Suburban,Divorced,Four-Door Car,22283
MK19833,Arizona,College,Disabled,M,Suburban,Married,Two-Door Car,15383
TO12347,California,Bachelor,Disabled,M,Suburban,Divorced,Four-Door Car,16101
KE63160,Oregon,Bachelor,Retired,M,Suburban,Married,Two-Door Car,27681
SR49919,Arizona,Bachelor,Employed,F,Suburban,Married,Two-Door Car,72540
CI38171,Washington,Bachelor,Employed,F,Suburban,Single,Luxury SUV,42780
VK42108,Washington,Bachelor,Employed,F,Suburban,Single,SUV,57882
NB86692,Nevada,College,Employed,F,Urban,Married,Four-Door Car,60060
YN15967,California,College,Employed,M,Urban,Single,Two-Door Car,61160
KU56071,Oregon,College,Employed,F,Urban,Married,Two-Door Car,93416
LN47910,Arizona,College,Employed,F,Suburban,Married,Four-Door Car,83220
CY80935,Oregon,High School or Below,Employed,M,Suburban,Married,Four-Door Car,31226
SA84892,California,High School or Below,Employed,F,Suburban,Married,SUV,66982
LY93301,Oregon,Bachelor,Unemployed,M,Suburban,Single,Two-Door Car,0
FG63647,Nevada,Bachelor,Unemployed,M,Suburban,Married,Four-Door Car,0
VX79712,Washington,Doctor,Employed,M,Suburban,Married,Two-Door Car,27354
UH59257,Washington,Doctor,Employed,M,Suburban,Married,Two-Door Car,61726
ME84824,Arizona,College,Employed,M,Suburban,Single,Sports Car,66839
ZR68364,California,College,Employed,M,Suburban,Married,Four-Door Car,60433
WQ25142,California,Bachelor,Disabled,M,Suburban,Married,Four-Door Car,11538
OW84481,Nevada,High School or Below,Employed,M,Suburban,Married,Four-Door Car,67837
FU77365,California,Bachelor,Employed,F,Suburban,Married,SUV,40032
MR46875,Washington,Master,Employed,M,Urban,Divorced,Four-Door Car,41126
PT46181,California,College,Employed,M,Suburban,Married,Four-Door Car,65176
LT41574,Oregon,Bachelor,Employed,F,Suburban,Married,Four-Door Car,34717
WX16395,California,College,Unemployed,M,Suburban,Married,SUV,0
HD82971,Arizona,High School or Below,Unemployed,F,Suburban,Single,Four-Door Car,0
ZC17276,California,Master,Unemployed,M,Suburban,Single,Four-Door Car,0
OR27665,Washington,Bachelor,Unemployed,F,Rural,Married,Two-Door Car,0
VO75043,Oregon,Bachelor,Unemployed,M,Suburban,Married,Four-Door Car,0
LZ78622,California,High School or Below,Employed,M,Suburban,Married,Four-Door Car,44379
PK24825,Oregon,College,Unemployed,F,Suburban,Single,Four-Door Car,0
HG93801,Arizona,High School or Below,Employed,M,Urban,Married,SUV,82730
PJ36749,Washington,High School or Below,Employed,F,Suburban,Married,SUV,37995
IJ33473,California,Bachelor,Unemployed,F,Suburban,Single,Two-Door Car,0
CH96412,Oregon,Doctor,Employed,F,Rural,Married,Four-Door Car,85018
PR74833,Oregon,Bachelor,Unemployed,M,Suburban,Single,Two-Door Car,0
ZS36394,California,Bachelor,Unemployed,F,Suburban,Married,Four-Door Car,0
DP50922,California,High School or Below,Employed,M,Suburban,Married,Sports Car,72109
VY23882,Arizona,Bachelor,Employed,M,Suburban,Divorced,Four-Door Car,67798
UH62357,Washington,High School or Below,Unemployed,F,Suburban,Divorced,SUV,0
BG74433,Oregon,Bachelor,Unemployed,F,Suburban,Single,Four-Door Car,0
TI19394,Oregon,College,Employed,M,Suburban,Married,Four-Door Car,80714
AQ91207,California,High School or Below,Employed,M,Urban,Married,Four-Door Car,38667
QL46987,Oregon,Bachelor,Employed,F,Rural,Divorced,Four-Door Car,34430
BS34332,Oregon,High School or Below,Employed,F,Suburban,Married,Two-Door Car,83576
IJ26642,Nevada,Bachelor,Employed,F,Urban,Married,Four-Door Car,35625
XS36281,Washington,College,Employed,F,Urban,Single,Sports Car,85718
SR47878,California,High School or Below,Employed,F,Suburban,Single,Four-Door Car,74454
HG53255,Nevada,College,Employed,M,Urban,Single,Two-Door Car,66146
QV65644,Oregon,High School or Below,Unemployed,M,Suburban,Single,Four-Door Car,0
ZW76597,California,Bachelor,Retired,F,Suburban,Married,Four-Door Car,13215
SM80235,Oregon,High School or Below,Employed,M,Suburban,Single,Four-Door Car,62302
FE24232,Nevada,High School or Below,Unemployed,F,Suburban,Married,Sports Car,0
BY78730,Oregon,High School or Below,Employed,F,Urban,Single,SUV,52583
CR40615,Arizona,Bachelor,Disabled,M,Suburban,Single,Four-Door Car,22076
WL24392,Arizona,Bachelor,Employed,M,Rural,Married,Four-Door Car,94527
MZ81826,Arizona,High School or Below,Employed,F,Suburban,Married,Four-Door Car,34337
EO99750,Nevada,Master,Employed,F,Rural,Married,Sports Car,29053
HF82396,Oregon,High School or Below,Unemployed,F,Suburban,Single,Two-Door Car,0
DH68319,Oregon,College,Employed,F,Suburban,Married,Two-Door Car,62506
EG12987,California,Bachelor,Unemployed,F,Rural,Married,Two-Door Car,0
ZU71467,Arizona,Bachelor,Employed,M,Urban,Married,Two-Door Car,45404
AD95939,California,Bachelor,Employed,M,Suburban,Single,Luxury Car,28773
TB71474,Nevada,College,Employed,F,Rural,Married,Four-Door Car,24019
WN76039,Nevada,Bachelor,Unemployed,F,Suburban,Single,Four-Door Car,0
HI16472,Arizona,College,Employed,F,Suburban,Married,SUV,23666
VG43444,Oregon,Bachelor,Employed,M,Suburban,Single,Four-Door Car,36794
QI11566,Oregon,Bachelor,Disabled,F,Suburban,Married,Two-Door Car,25163
JM98365,Nevada,Doctor,Employed,M,Suburban,Married,Four-Door Car,66156
CP67787,California,Bachelor,Unemployed,F,Suburban,Divorced,Four-Door Car,0
LM83004,Arizona,High School or Below,Disabled,M,Suburban,Married,Four-Door Car,10147
JM77470,Arizona,College,Unemployed,F,Suburban,Divorced,Four-Door Car,0
WI47826,Oregon,College,Employed,F,Suburban,Married,Four-Door Car,95765
GE39783,Oregon,College,Employed,F,Suburban,Married,Four-Door Car,60752
JN96178,Oregon,High School or Below,Unemployed,M,Suburban,Married,SUV,0
KH41809,California,College,Employed,F,Urban,Married,Two-Door Car,31058
KX86150,California,High School or Below,Medical Leave,M,Suburban,Married,Four-Door Car,13542
GX33877,Arizona,Bachelor,Employed,F,Suburban,Married,Two-Door Car,25270
IQ15028,Arizona,Bachelor,Medical Leave,F,Suburban,Married,Four-Door Car,24152
WE11250,Washington,College,Employed,F,Rural,Married,SUV,60282
OX61728,California,High School or Below,Employed,F,Suburban,Divorced,Sports Car,40252
VW39046,Nevada,College,Retired,M,Suburban,Married,Sports Car,28142
VE52406,California,High School or Below,Employed,M,Rural,Married,Two-Door Car,95697
KQ30179,California,Bachelor,Employed,M,Rural,Married,Two-Door Car,89771
KH58171,California,Master,Employed,M,Suburban,Married,Two-Door Car,79751
CA58346,Oregon,High School or Below,Unemployed,F,Suburban,Single,Four-Door Car,0
ZU76536,California,High School or Below,Employed,F,Rural,Married,Four-Door Car,45032
UN69319,Arizona,Master,Employed,M,Rural,Single,SUV,62277
MG66142,Oregon,Bachelor,Unemployed,F,Suburban,Married,Four-Door Car,0
MV97958,Arizona,Bachelor,Employed,F,Rural,Married,Four-Door Car,40525
AG58599,Oregon,High School or Below,Employed,F,Suburban,Married,Four-Door Car,26004
UG35090,California,College,Employed,F,Rural,Single,Four-Door Car,82399
IX85835,Nevada,Bachelor,Employed,F,Suburban,Married,Two-Door Car,28909
FP67680,California,High School or Below,Medical Leave,M,Suburban,Married,SUV,15323
WY21918,Washington,College,Employed,F,Suburban,Single,Four-Door Car,79628
PM92089,Oregon,High School or Below,Unemployed,F,Suburban,Single,Two-Door Car,0
AY59197,Nevada,College,Employed,M,Rural,Married,SUV,27769
VI14418,California,Bachelor,Medical Leave,M,Suburban,Divorced,Four-Door Car,16707
QI60335,Nevada,College,Unemployed,F,Suburban,Single,Four-Door Car,0
BS87947,California,Bachelor,Employed,F,Suburban,Married,Four-Door Car,94395
DW88734,California,Bachelor,Employed,M,Suburban,Married,Two-Door Car,84895
BU72633,Nevada,Master,Employed,M,Suburban,Single,SUV,66661
VK94891,Nevada,High School or Below,Unemployed,M,Suburban,Single,Two-Door Car,0
VE75717,Nevada,High School or Below,Employed,F,Suburban,Married,SUV,31447
JG16015,Washington,College,Employed,F,Suburban,Married,SUV,61987
CD68182,Oregon,College,Employed,F,Urban,Married,Two-Door Car,42460
WM64930,Oregon,College,Medical Leave,M,Suburban,Married,SUV,12811
BJ82316,Oregon,Bachelor,Employed,M,Suburban,Single,SUV,44428
XB61209,Arizona,College,Unemployed,F,Suburban,Single,Four-Door Car,0
AT26484,Nevada,College,Employed,M,Suburban,Married,Four-Door Car,25221
IW21434,Oregon,Bachelor,Employed,F,Urban,Single,Four-Door Car,44940
CP74755,Oregon,College,Employed,F,Suburban,Divorced,Four-Door Car,39192
IV13886,California,High School or Below,Unemployed,M,Suburban,Married,Two-Door Car,0
SW42446,California,College,Employed,F,Urban,Married,Sports Car,42513
RO16377,Oregon,High School or Below,Employed,M,Suburban,Married,Luxury SUV,59821
CE46475,California,College,Medical Leave,F,Suburban,Single,Four-Door Car,22571
HE60335,Washington,Bachelor,Employed,F,Suburban,Married,Four-Door Car,60021
RI69055,California,High School or Below,Employed,F,Rural,Married,Four-Door Car,58172
VD96075,Oregon,Bachelor,Employed,M,Suburban,Married,Four-Door Car,58299
VI55112,Oregon,College,Employed,M,Urban,Single,Four-Door Car,25275
VZ18907,Oregon,College,Employed,F,Rural,Married,SUV,80807
BA49679,Arizona,Bachelor,Employed,F,Suburban,Divorced,Two-Door Car,52348
LK39646,Washington,Bachelor,Employed,F,Urban,Single,Two-Door Car,58843
VI66860,Nevada,Master,Employed,F,Rural,Married,Four-Door Car,58557
RP14593,Oregon,Bachelor,Unemployed,F,Suburban,Single,SUV,0
FP34904,Oregon,College,Employed,M,Suburban,Married,Four-Door Car,86599
FG15434,Arizona,Master,Employed,F,Rural,Married,Two-Door Car,52984
TP12436,Oregon,Master,Unemployed,F,Suburban,Divorced,Four-Door Car,0
KD93234,Oregon,High School or Below,Unemployed,F,Suburban,Married,Four-Door Car,0
GE20220,Oregon,Bachelor,Employed,F,Rural,Married,Four-Door Car,47778
RA98783,Arizona,Bachelor,Employed,F,Urban,Divorced,Four-Door Car,33806
DW71192,Oregon,High School or Below,Employed,M,Suburban,Divorced,Four-Door Car,52018
